Gene ID	source_id	Previous ID(s)	
PF3D7_1021100	PF3D7_1021100.1	Previous IDs: PF10_0205	
PF3D7_1021200	PF3D7_1021200.1	Previous IDs: PF10_0206	
PF3D7_1021300	PF3D7_1021300.1	Previous IDs: PF10_0207	
PF3D7_1021400	PF3D7_1021400.1	Previous IDs: PF10_0208	
PF3D7_1021500	PF3D7_1021500.1	Previous IDs: PF10_0209	
PF3D7_1021600	PF3D7_1021600.1	Previous IDs: PF10_0210	
PF3D7_1021700	PF3D7_1021700.1	Previous IDs: PF10_0211;PF10_0212	
PF3D7_1021800	PF3D7_1021800.1	Previous IDs: PF10_0212;PF10_0212a	
PF3D7_1021900	PF3D7_1021900.1	Previous IDs: PF10_0213	
PF3D7_1022000	PF3D7_1022000.1	Previous IDs: PF10_0214	
PF3D7_1022100	PF3D7_1022100.1	Previous IDs: PF10_0215;PF10_0215a	
PF3D7_1022200	PF3D7_1022200.1	Previous IDs: PF10_0215	
PF3D7_1022300	PF3D7_1022300.1	Previous IDs: PF10_0216	
PF3D7_1022400	PF3D7_1022400.1	Previous IDs: PF10_0217	
PF3D7_1022500	PF3D7_1022500.1	Previous IDs: PF10_0218	
PF3D7_1022600	PF3D7_1022600.1	Previous IDs: PF10_0219	
PF3D7_1022700	PF3D7_1022700.1	Previous IDs: PF10_0220	
PF3D7_1022800	PF3D7_1022800.1	Previous IDs: PF10_0221	
PF3D7_1022900	PF3D7_1022900.1	Previous IDs: PF10_0222	
PF3D7_1023000	PF3D7_1023000.1	Previous IDs: PF10_0223	
PF3D7_1023100	PF3D7_1023100.1	Previous IDs: PF10_0224	
PF3D7_1023200	PF3D7_1023200.1	Previous IDs: PF10_0225	
PF3D7_1023300	PF3D7_1023300.1	Previous IDs: PF10_0226	
PF3D7_1023400	PF3D7_1023400.1	Previous IDs: PF10_0227	
PF3D7_1023500	PF3D7_1023500.1	Previous IDs: PF10_0228	
PF3D7_1023600	PF3D7_1023600.1	Previous IDs: PF10_0228;PF10_0229	
PF3D7_1023700	PF3D7_1023700.1	Previous IDs: PF10_0230	
PF3D7_1023800	PF3D7_1023800.1	Previous IDs: PF10_0231	
PF3D7_1023900	PF3D7_1023900.1	Previous IDs: PF10_0232	
PF3D7_1024000	PF3D7_1024000.1	Previous IDs: PF10_0233	
PF3D7_1024100	PF3D7_1024100.1	Previous IDs: PF10_0234	
PF3D7_1024200	PF3D7_1024200.1	Previous IDs: PF10_0235	
PF3D7_1024300	PF3D7_1024300.1	Previous IDs: PF10_0236	
PF3D7_1024400	PF3D7_1024400.1	Previous IDs: PF10_0237	
PF3D7_1024500	PF3D7_1024500.1	Previous IDs: PF10_0238	
PF3D7_1024600	PF3D7_1024600.1	Previous IDs: PF10_0239;PF10_0240	
PF3D7_1024700	PF3D7_1024700.1	Previous IDs: PF10_0241	
PF3D7_1024800	PF3D7_1024800.1	Previous IDs: PF10_0242	
PF3D7_1024900	PF3D7_1024900.1	Previous IDs: PF10_0243	
PF3D7_1025000	PF3D7_1025000.1	Previous IDs: PF10_0244	
PF3D7_1025100	PF3D7_1025100.1	Previous IDs: PF10_0245	
PF3D7_1025200	PF3D7_1025200.1	Previous IDs: PF10_0246;PF10_0246a	
PF3D7_1025300	PF3D7_1025300.1	Previous IDs: PF10_0246	
PF3D7_1025400	PF3D7_1025400.1	Previous IDs: PF10_0247;PF10_0248	
PF3D7_1025500	PF3D7_1025500.1	Previous IDs: PF10_0249;PF10_0250;PF10_0251	
PF3D7_1025600	PF3D7_1025600.1	Previous IDs: PF10_0252	
PF3D7_1025700	PF3D7_1025700.1	Previous IDs: PF10_0253	
PF3D7_1025800	PF3D7_1025800.1	Previous IDs: PF10_0253b	
PF3D7_1025900	PF3D7_1025900.1	Previous IDs: PF10_0254;PF10_0255;PF10_0256	
PF3D7_1026000	PF3D7_1026000.1	Previous IDs: PF10_0257	
PF3D7_1026100	PF3D7_1026100.1	Previous IDs: PF10_0258	
PF3D7_1026200	PF3D7_1026200.1	Previous IDs: PF10_0259	
PF3D7_1026300	PF3D7_1026300.1	Previous IDs: PF10_0260	
PF3D7_1026400	PF3D7_1026400.1	Previous IDs: PF10_0261	
PF3D7_1026500	PF3D7_1026500.1	Previous IDs: PF10_0261a	
PF3D7_1026600	PF3D7_1026600.1	Previous IDs: PF10_0262	
PF3D7_1026800	PF3D7_1026800.1	Previous IDs: PF10_0264	
PF3D7_1026900	PF3D7_1026900.1	Previous IDs: PF10_0409	
PF3D7_1027000	PF3D7_1027000.1	Previous IDs: PF10_0265	
PF3D7_1027100	PF3D7_1027100.1	Previous IDs: PF10_0266	
PF3D7_1027200	PF3D7_1027200.1	Previous IDs: PF10_0267	
PF3D7_1027300	PF3D7_1027300.1	Previous IDs: PF10_0268	
PF3D7_1027400	PF3D7_1027400.1	Previous IDs: PF10_0269	
PF3D7_1027500	PF3D7_1027500.1	Previous IDs: PF10_0270	
PF3D7_1027600	PF3D7_1027600.1	Previous IDs: PF10_0412	
PF3D7_1027700	PF3D7_1027700.1	Previous IDs: PF10_0271;PF3D7_1027700.1;PF3D7_1027700.2	
PF3D7_1027700	PF3D7_1027700.2	Previous IDs: PF10_0271;PF3D7_1027700.1;PF3D7_1027700.2	
PF3D7_1027800	PF3D7_1027800.1	Previous IDs: PF10_0272	
PF3D7_1027900	PF3D7_1027900.1	Previous IDs: PF10_0273	
PF3D7_1028000	PF3D7_1028000.1	Previous IDs: PF10_0274	
PF3D7_1028100	PF3D7_1028100.1	Previous IDs: PF10_0275	
PF3D7_1028200	PF3D7_1028200.1	Previous IDs: PF10_0276	
PF3D7_1028300	PF3D7_1028300.1	Previous IDs: PF10_0277	
PF3D7_1028400	PF3D7_1028400.1	Previous IDs: PF10_0278	
PF3D7_1028500	PF3D7_1028500.1	Previous IDs: PF10_0279	
PF3D7_1028600	PF3D7_1028600.1	Previous IDs: PF10_0280	
PF3D7_1028700	PF3D7_1028700.1	Previous IDs: PF10_0281	
PF3D7_1028800	PF3D7_1028800.1	Previous IDs: PF10_0282	
PF3D7_1028900	PF3D7_1028900.1	Previous IDs: PF10_0283	
PF3D7_1029000	PF3D7_1029000.1	Previous IDs: PF10_0283a	
PF3D7_1029100	PF3D7_1029100.1	Previous IDs: PF10_0284;PF3D7_1029100.1;PF3D7_1029100.2	
PF3D7_1029100	PF3D7_1029100.2	Previous IDs: PF10_0284;PF3D7_1029100.1;PF3D7_1029100.2	
PF3D7_1029200	PF3D7_1029200.1	Previous IDs: PF10_0285	
PF3D7_1029300	PF3D7_1029300.1	Previous IDs: PF10_0286	
PF3D7_1029400	PF3D7_1029400.1	Previous IDs: PF10_0287	
PF3D7_1029500	PF3D7_1029500.1	Previous IDs: PF10_0288	
PF3D7_1029600	PF3D7_1029600.1	Previous IDs: PF10_0289	
PF3D7_1029700	PF3D7_1029700.1	Previous IDs: PF10_0290	
PF3D7_1029800	PF3D7_1029800.1	Previous IDs: PF10_0291	
PF3D7_1029900	PF3D7_1029900.1	Previous IDs: PF10_0292	
PF3D7_1030000	PF3D7_1030000.1	Previous IDs: PF10_0293	
PF3D7_1030100	PF3D7_1030100.1	Previous IDs: PF10_0294	
PF3D7_1030200	PF3D7_1030200.1	Previous IDs: PF10_0295	
PF3D7_1030300	PF3D7_1030300.1	Previous IDs: PF10_0296	
PF3D7_1030400	PF3D7_1030400.1	Previous IDs: PF10_0297	
PF3D7_1030500	PF3D7_1030500.1	Previous IDs: PF10_0298	
PF3D7_1030600	PF3D7_1030600.1	Previous IDs: PF10_0299	
PF3D7_1030700	PF3D7_1030700.1	Previous IDs: PF10_0300	
PF3D7_1030800	PF3D7_1030800.1	Previous IDs: PF10_0301	
PF3D7_1030900	PF3D7_1030900.1	Previous IDs: PF10_0302	
PF3D7_1031000	PF3D7_1031000.1	Previous IDs: PF10_0303	
PF3D7_1031100	PF3D7_1031100.1	Previous IDs: PF10_0304;PF10_0305	
PF3D7_1031200	PF3D7_1031200.1	Previous IDs: PF10_0306	
PF3D7_1031300	PF3D7_1031300.1	Previous IDs: PF10_0307	
PF3D7_1031400	PF3D7_1031400.1	Previous IDs: PF10_0308;PF3D7_1031400.1;PF3D7_1031400.2	
PF3D7_1031400	PF3D7_1031400.2	Previous IDs: PF10_0308;PF3D7_1031400.1;PF3D7_1031400.2	
PF3D7_1031500	PF3D7_1031500.1	Previous IDs: PF10_0309	
PF3D7_1031600	PF3D7_1031600.1	Previous IDs: PF10_0310	
PF3D7_1031700	PF3D7_1031700.1	Previous IDs: PF10_0311	
PF3D7_1031800	PF3D7_1031800.1	Previous IDs: PF10_0312	
PF3D7_1031900	PF3D7_1031900.1	Previous IDs: PF10_0313;PF10_0313a	
PF3D7_1032000	PF3D7_1032000.1	Previous IDs: PF10_0313	
PF3D7_1032100	PF3D7_1032100.1	Previous IDs: PF10_0314	
PF3D7_1032200	PF3D7_1032200.1	Previous IDs: PF10_0314a	
PF3D7_1032300	PF3D7_1032300.1	Previous IDs: PF10_0315	
PF3D7_1032400	PF3D7_1032400.1	Previous IDs: PF10_0316	
PF3D7_1032500	PF3D7_1032500.1	Previous IDs: PF10_0317	
PF3D7_1032600	PF3D7_1032600.1	Previous IDs: PF10_0318	
PF3D7_1032700	PF3D7_1032700.1	Previous IDs: PF10_0319	
PF3D7_1032800	PF3D7_1032800.1	Previous IDs: PF10_0320;PF10_0320a	
PF3D7_1032900	PF3D7_1032900.1	Previous IDs: PF10_0320	
PF3D7_1033000	PF3D7_1033000.1	Previous IDs: PF10_0321	
PF3D7_1033100	PF3D7_1033100.1	Previous IDs: PF10_0322	
PF3D7_1033200	PF3D7_1033200.1	Previous IDs: PF10_0323	
PF3D7_1033300	PF3D7_1033300.1	Previous IDs: PF10_0324	
PF3D7_1033400	PF3D7_1033400.1	Previous IDs: PF10_0325	
PF3D7_1033500	PF3D7_1033500.1	Previous IDs: PF10_0326	
PF3D7_1033600	PF3D7_1033600.1	Previous IDs: PF10_0327	
PF3D7_1033700	PF3D7_1033700.1	Previous IDs: PF10_0328	
PF3D7_1033800	PF3D7_1033800.1	Previous IDs: PF10_0329	
PF3D7_1033900	PF3D7_1033900.1	Previous IDs: PF10_0330	
PF3D7_1034000	PF3D7_1034000.1	Previous IDs: PF10_0331	
PF3D7_1034100	PF3D7_1034100.1	Previous IDs: PF10_0331a	
PF3D7_1034200	PF3D7_1034200.1	Previous IDs: PF10_0332	
PF3D7_1034300	PF3D7_1034300.1	Previous IDs: PF10_0333	
PF3D7_1034400	PF3D7_1034400.1	Previous IDs: PF10_0334	
PF3D7_1034500	PF3D7_1034500.1	Previous IDs: PF10_0335	
PF3D7_1034600	PF3D7_1034600.1	Previous IDs: PF10_0336	
PF3D7_1034700	PF3D7_1034700.1	Previous IDs: PF10_0337	
PF3D7_1034800	PF3D7_1034800.1	Previous IDs: PF10_0338;PF10_0339	
PF3D7_1034900	PF3D7_1034900.1	Previous IDs: PF10_0340	
PF3D7_1035000	PF3D7_1035000.1	Previous IDs: PF10_0341	
PF3D7_1035100	PF3D7_1035100.1	Previous IDs: PF10_0342	
PF3D7_1035200	PF3D7_1035200.1	Previous IDs: PF10_0343	
PF3D7_1035300	PF3D7_1035300.1	Previous IDs: PF10_0344	
PF3D7_1035400	PF3D7_1035400.1	Previous IDs: PF10_0345	
PF3D7_1035500	PF3D7_1035500.1	Previous IDs: PF10_0346	
PF3D7_1035600	PF3D7_1035600.1	Previous IDs: PF10_0347	
PF3D7_1035700	PF3D7_1035700.1	Previous IDs: PF10_0348	
PF3D7_1035800	PF3D7_1035800.1	Previous IDs: PF10_0350	
PF3D7_1035900	PF3D7_1035900.1	Previous IDs: PF10_0351	
PF3D7_1036000	PF3D7_1036000.1	Previous IDs: PF10_0352	
PF3D7_1036300	PF3D7_1036300.1	Previous IDs: PF10_0355	
PF3D7_1036400	PF3D7_1036400.1	Previous IDs: 2296.t00397;PF10_0356	
PF3D7_1036500	PF3D7_1036500.1	Previous IDs: PF10_0357	
PF3D7_1036600	PF3D7_1036600.1	Previous IDs: PF10_0358;PF3D7_1036600.1;PF3D7_1036600.2	
PF3D7_1036600	PF3D7_1036600.2	Previous IDs: PF10_0358;PF3D7_1036600.1;PF3D7_1036600.2	
PF3D7_1036700	PF3D7_1036700.1	Previous IDs: PF10_0359	
PF3D7_1036800	PF3D7_1036800.1	Previous IDs: PF10_0360	
PF3D7_1036900	PF3D7_1036900.1	Previous IDs: PF10_0361	
PF3D7_1037000	PF3D7_1037000.1	Previous IDs: PF10_0362	
PF3D7_1037100	PF3D7_1037100.1	Previous IDs: PF10_0363	
PF3D7_1037200	PF3D7_1037200.1	Previous IDs: PF10_0364;PF10_0365	
PF3D7_1037300	PF3D7_1037300.1	Previous IDs: PF10_0366	
PF3D7_1037400	PF3D7_1037400.1	Previous IDs: PF10_0367	
PF3D7_1037500	PF3D7_1037500.1	Previous IDs: PF10_0368	
PF3D7_1037600	PF3D7_1037600.1	Previous IDs: PF10_0369	
PF3D7_1037700	PF3D7_1037700.1	Previous IDs: PF10_0370	
PF3D7_1037800	PF3D7_1037800.1	Previous IDs: PF10_0371	
PF3D7_1037900	PF3D7_1037900.1	Previous IDs: PF10_0415	
PF3D7_1038000	PF3D7_1038000.1	Previous IDs: PF10_0372;PF3D7_1038000.1;PF3D7_1038000.2	
PF3D7_1038000	PF3D7_1038000.2	Previous IDs: PF10_0372;PF3D7_1038000.1;PF3D7_1038000.2	
PF3D7_1038100	PF3D7_1038100.1	Previous IDs: PF10_0373	
PF3D7_1038200	PF3D7_1038200.1	Previous IDs: PF10_0373a	
PF3D7_1038300	PF3D7_1038300.1	Previous IDs: PF10_0420	
PF3D7_1038400	PF3D7_1038400.1	Previous IDs: 2296.t00404;PF10_0374	
PF3D7_1038500	PF3D7_1038500.1	Previous IDs: PF10_0375	
PF3D7_1038600	PF3D7_1038600.1	Previous IDs: PF10_0376	
PF3D7_1038700	PF3D7_1038700.1	Previous IDs: PF10_0377	
PF3D7_1038800	PF3D7_1038800.1	Previous IDs: PF10_0378	
PF3D7_1038900	PF3D7_1038900.1	Previous IDs: PF10_0379	
PF3D7_1039000	PF3D7_1039000.1	Previous IDs: PF10_0380	
PF3D7_1039100	PF3D7_1039100.1	Previous IDs: PF10_0381;PF10_0382	
PF3D7_1039200	PF3D7_1039200.1	Previous IDs: PF10_0382a	
PF3D7_1039400	PF3D7_1039400.1	Previous IDs: PF10_0384;PF10_0385;PF10_0387	
PF3D7_1039600	PF3D7_1039600.1	Previous IDs: PF10_0388;PF10_0389	
PF3D7_1039700	PF3D7_1039700.1	Previous IDs: PF10_0390	
PF3D7_1039800	PF3D7_1039800.1	Previous IDs: PF10_0391	
PF3D7_1039900	PF3D7_1039900.1	Previous IDs: PF10_0392	
PF3D7_1040000	PF3D7_1040000.1	Previous IDs: PF10_0393	
PF3D7_1040100	PF3D7_1040100.1	Previous IDs: PF10_0394	
PF3D7_1040200	PF3D7_1040200.1	Previous IDs: PF10_0395	
PF3D7_1040300	PF3D7_1040300.1	Previous IDs: PF10_0396	
PF3D7_1040400	PF3D7_1040400.1	Previous IDs: PF10_0397	
PF3D7_1040500	PF3D7_1040500.1	Previous IDs: PF10_0398	
PF3D7_1040600	PF3D7_1040600.1	Previous IDs: PF10_0399	
PF3D7_1040700	PF3D7_1040700.1	Previous IDs: PF10_0400	
PF3D7_1040800	PF3D7_1040800.1	Previous IDs: PF10_0401	
PF3D7_1040900	PF3D7_1040900.1	Previous IDs: PF10_0402	
PF3D7_1041000	PF3D7_1041000.1	Previous IDs: PF10_0403	
PF3D7_1041100	PF3D7_1041100.1	Previous IDs: PF10_0404	
PF3D7_1041200	PF3D7_1041200.1	Previous IDs: PF10_0405	
PF3D7_1041300	PF3D7_1041300.1	Previous IDs: 1398.t00021;PF10_0406	
PF3D7_1100100	PF3D7_1100100.1	Previous IDs: PF11_0007	
PF3D7_1100200	PF3D7_1100200.1	Previous IDs: PF11_0008	
PF3D7_1100300	PF3D7_1100300.1	Previous IDs: PF11_0009	
PF3D7_1100400	PF3D7_1100400.1	Previous IDs: PF11_0010	
PF3D7_1100500	PF3D7_1100500.1	Previous IDs: PF11_0011	
PF3D7_1100600	PF3D7_1100600.1	Previous IDs: PF11_0012	
PF3D7_1100700	PF3D7_1100700.1	Previous IDs: PF11_0013	
PF3D7_1100800	PF3D7_1100800.1	Previous IDs: PF11_0014	
PF3D7_1100900	PF3D7_1100900.1	Previous IDs: PF11_0015;PF11_0016	
PF3D7_1101000	PF3D7_1101000.1	Previous IDs: PF11_0522	
PF3D7_1101100	PF3D7_1101100.1	Previous IDs: PF11_0529	
PF3D7_1101200	PF3D7_1101200.1	Previous IDs: PF11_0020	
PF3D7_1101300	PF3D7_1101300.1	Previous IDs: PF11_0021	
PF3D7_1101400	PF3D7_1101400.1	Previous IDs: PF11_0022	
PF3D7_1101500	PF3D7_1101500.1	Previous IDs: PF11_0023	
PF3D7_1101600	PF3D7_1101600.1	Previous IDs: 2297.t00488;PF11_0024	
PF3D7_1101700	PF3D7_1101700.1	Previous IDs: PF11_0025	
PF3D7_1101800	PF3D7_1101800.1	Previous IDs: PF11_0026	
PF3D7_1101900	PF3D7_1101900.1	Previous IDs: PF11_0523	
PF3D7_1102100	PF3D7_1102100.1	Previous IDs: PF11_0033a	
PF3D7_1102200	PF3D7_1102200.1	Previous IDs: PF11_0034	
PF3D7_1102300	PF3D7_1102300.1	Previous IDs: PF11_0035	
PF3D7_1102400	PF3D7_1102400.1	Previous IDs: PF11_0036	
PF3D7_1102500	PF3D7_1102500.1	Previous IDs: PF11_0037	
PF3D7_1102600	PF3D7_1102600.1	Previous IDs: PF11_0038	
PF3D7_1102700	PF3D7_1102700.1	Previous IDs: PF11_0039	
PF3D7_1102800	PF3D7_1102800.1	Previous IDs: PF11_0040	
PF3D7_1102900	PF3D7_1102900.1	Previous IDs: PF11_0041	
PF3D7_1103000	PF3D7_1103000.1	Previous IDs: PF11_0042	
PF3D7_1103100	PF3D7_1103100.1	Previous IDs: PF11_0043	
PF3D7_1103200	PF3D7_1103200.1	Previous IDs: 1396.pre-trna-gly-1;1399.pre-tRNA-Gly-1;MAL11_tRNA_Gly1;MAL11_tRNA_Gly1:tRNA;MAL14_tRNA_Gly1	
PF3D7_1103300	PF3D7_1103300.1	Previous IDs: 1399.pre-trna-leu-1;MAL11_tRNA.Leu1;MAL11_tRNA_Leu1;MAL11_tRNA_Leu1:tRNA	
PF3D7_1103400	PF3D7_1103400.1	Previous IDs: PF11_0044	
PF3D7_1103500	PF3D7_1103500.1	Previous IDs: PF11_0045;PF11_0046	
PF3D7_1103600	PF3D7_1103600.1	Previous IDs: PF11_0047	
PF3D7_1103700	PF3D7_1103700.1	Previous IDs: PF11_0048	
PF3D7_1103800	PF3D7_1103800.1	Previous IDs: PF11_0049	
PF3D7_1103900	PF3D7_1103900.1	Previous IDs: PF11_0050	
PF3D7_1104000	PF3D7_1104000.1	Previous IDs: PF11_0051	
PF3D7_1104100	PF3D7_1104100.1	Previous IDs: PF11_0052	
PF3D7_1104200	PF3D7_1104200.1	Previous IDs: PF11_0053	
PF3D7_1104300	PF3D7_1104300.1	Previous IDs: PF11_0054	
PF3D7_1104400	PF3D7_1104400.1	Previous IDs: PF11_0055	
PF3D7_1104500	PF3D7_1104500.1	Previous IDs: PF11_0056	
PF3D7_1104600	PF3D7_1104600.1	Previous IDs: PF11_0057	
PF3D7_1104700	PF3D7_1104700.1	Previous IDs: PF11_0058;PF3D7_1104700.1;PF3D7_1104700.2	
PF3D7_1104700	PF3D7_1104700.2	Previous IDs: PF11_0058;PF3D7_1104700.1;PF3D7_1104700.2	
PF3D7_1104800	PF3D7_1104800.1	Previous IDs: PF11_0059	
PF3D7_1104900	PF3D7_1104900.1	Previous IDs: PF11_0060	
PF3D7_1105000	PF3D7_1105000.1	Previous IDs: PF11_0061	
PF3D7_1105100	PF3D7_1105100.1	Previous IDs: PF11_0062	
PF3D7_1105200	PF3D7_1105200.1	Previous IDs: PF11_0063	
PF3D7_1105300	PF3D7_1105300.1	Previous IDs: PF11_0064	
PF3D7_1105400	PF3D7_1105400.1	Previous IDs: PF11_0065	
PF3D7_1105500	PF3D7_1105500.1	Previous IDs: PF11_0066	
PF3D7_1105600	PF3D7_1105600.1	Previous IDs: PF11_0067	
PF3D7_1105700	PF3D7_1105700.1	Previous IDs: PF11_0068	
PF3D7_1105800	PF3D7_1105800.1	Previous IDs: PF11_0069	
PF3D7_1105900	PF3D7_1105900.1	Previous IDs: PF11_0070	
PF3D7_1106000	PF3D7_1106000.1	Previous IDs: PF11_0071	
PF3D7_1106100	PF3D7_1106100.1	Previous IDs: PF11_0072	
PF3D7_1106200	PF3D7_1106200.1	Previous IDs: PF11_0073	
PF3D7_1106300	PF3D7_1106300.1	Previous IDs: PF11_0074	
PF3D7_1106400	PF3D7_1106400.1	Previous IDs: PF11_0075	
PF3D7_1106500	PF3D7_1106500.1	Previous IDs: PF11_0076	
PF3D7_1106600	PF3D7_1106600.1	Previous IDs: PF11_0077	
PF3D7_1106700	PF3D7_1106700.1	Previous IDs: PF11_0078	
PF3D7_1106800	PF3D7_1106800.1	Previous IDs: PF11_0079	
PF3D7_1106900	PF3D7_1106900.1	Previous IDs: PF11_0080	
PF3D7_1107000	PF3D7_1107000.1	Previous IDs: PF11_0524	
PF3D7_1107100	PF3D7_1107100.1	Previous IDs: PF11_0083	
PF3D7_1107200	PF3D7_1107200.1	Previous IDs: PF11_0084;PF11_0085	
PF3D7_1107300	PF3D7_1107300.1	Previous IDs: PF11_0086	
PF3D7_1107400	PF3D7_1107400.1	Previous IDs: PF11_0087	
PF3D7_1107500	PF3D7_1107500.1	Previous IDs: PF11_0088	
PF3D7_1107600	PF3D7_1107600.1	Previous IDs: PF11_0089	
PF3D7_1107700	PF3D7_1107700.1	Previous IDs: PF11_0090	
PF3D7_1107800	PF3D7_1107800.1	Previous IDs: PF11_0091	
PF3D7_1107900	PF3D7_1107900.1	Previous IDs: 1399.t00435;PF11_0092	
PF3D7_1108000	PF3D7_1108000.1	Previous IDs: PF11_0093	
PF3D7_1108100	PF3D7_1108100.1	Previous IDs: PF11_0094	
PF3D7_1108200	PF3D7_1108200.1	Previous IDs: PF11_0095	
PF3D7_1108300	PF3D7_1108300.1	Previous IDs: PF11_0095a	
PF3D7_1108400	PF3D7_1108400.1	Previous IDs: PF11_0096	
PF3D7_1108500	PF3D7_1108500.1	Previous IDs: PF11_0097	
PF3D7_1108600	PF3D7_1108600.1	Previous IDs: PF11_0098	
PF3D7_1108700	PF3D7_1108700.1	Previous IDs: PF11_0099	
PF3D7_1108800	PF3D7_1108800.1	Previous IDs: PF11_0100	
PF3D7_1108900	PF3D7_1108900.1	Previous IDs: PF11_0101	
PF3D7_1109000	PF3D7_1109000.1	Previous IDs: PF11_0102;PF11_0102.1	
PF3D7_1109100	PF3D7_1109100.1	Previous IDs: PF11_0540a	
PF3D7_1109200	PF3D7_1109200.1	Previous IDs: PF11_0540	
PF3D7_1109300	PF3D7_1109300.1	Previous IDs: PF11_0541;PF11_0541.1	
PF3D7_1109400	PF3D7_1109400.1	Previous IDs: PF11_0105	
PF3D7_1109500	PF3D7_1109500.1	Previous IDs: PF11_0542;PF11_0542.1	
PF3D7_1109600	PF3D7_1109600.1	Previous IDs: PF11_0543;PF11_0543.1	
PF3D7_1109700	PF3D7_1109700.1	Previous IDs: PF3D7_11_snoR11;PF3D7_11_snoR11.1	
PF3D7_1109800	PF3D7_1109800.1	Previous IDs: PF11_0544;PF11_0544.1	
PF3D7_1109900	PF3D7_1109900.1	Previous IDs: PF11_0106	
PF3D7_1110000	PF3D7_1110000.1	Previous IDs: PF11_0550	
PF3D7_1110100	PF3D7_1110100.1	Previous IDs: PF11_0107	
PF3D7_1110200	PF3D7_1110200.1	Previous IDs: PF11_0108	
PF3D7_1110300	PF3D7_1110300.1	Previous IDs: PF11_0109;PF11_0110	
PF3D7_1110400	PF3D7_1110400.1	Previous IDs: PF11_0111	
PF3D7_1110500	PF3D7_1110500.1	Previous IDs: PF11_0112	
PF3D7_1110600	PF3D7_1110600.1	Previous IDs: PF11_0113	
PF3D7_1110700	PF3D7_1110700.1	Previous IDs: PF11_0114	
PF3D7_1110800	PF3D7_1110800.1	Previous IDs: PF11_0114a	
PF3D7_1110900	PF3D7_1110900.1	Previous IDs: PF11_0115	
PF3D7_1111000	PF3D7_1111000.1	Previous IDs: PF11_0116	
PF3D7_1111100	PF3D7_1111100.1	Previous IDs: PF11_0117	
PF3D7_1111200	PF3D7_1111200.1	Previous IDs: PF11_0118	
PF3D7_1111300	PF3D7_1111300.1	Previous IDs: PF11_0119	
PF3D7_1111400	PF3D7_1111400.1	Previous IDs: PF11_0120	
PF3D7_1111500	PF3D7_1111500.1	Previous IDs: PF11_0121	
PF3D7_1111600	PF3D7_1111600.1	Previous IDs: PF11_0122	
PF3D7_1111700	PF3D7_1111700.1	Previous IDs: PF11_0123	
PF3D7_1111800	PF3D7_1111800.1	Previous IDs: PF11_0124	
PF3D7_1111900	PF3D7_1111900.1	Previous IDs: PF11_0125	
PF3D7_1112000	PF3D7_1112000.1	Previous IDs: PF11_0126	
PF3D7_1112100	PF3D7_1112100.1	Previous IDs: PF11_0127	
PF3D7_1112200	PF3D7_1112200.1	Previous IDs: PF11_0128	
PF3D7_1112300	PF3D7_1112300.1	Previous IDs: PF11_0129	
PF3D7_1112400	PF3D7_1112400.1	Previous IDs: PF11_0130	
PF3D7_1112500	PF3D7_1112500.1	Previous IDs: PF11_0526	
PF3D7_1112600	PF3D7_1112600.1	Previous IDs: PF11_0131	
PF3D7_1112700	PF3D7_1112700.1	Previous IDs: PF11_0527	
PF3D7_1112800	PF3D7_1112800.1	Previous IDs: PF11_0134	
PF3D7_1112900	PF3D7_1112900.1	Previous IDs: PF11_0135;PF11_0136	
PF3D7_1113000	PF3D7_1113000.1	Previous IDs: PF11_0528	
PF3D7_1113100	PF3D7_1113100.1	Previous IDs: PF11_0139	
PF3D7_1113200	PF3D7_1113200.1	Previous IDs: PF11_0140	
PF3D7_1113300	PF3D7_1113300.1	Previous IDs: PF11_0141	
PF3D7_1113400	PF3D7_1113400.1	Previous IDs: PF11_0142	
PF3D7_1113500	PF3D7_1113500.1	Previous IDs: PF11_0143	
PF3D7_1113600	PF3D7_1113600.1	Previous IDs: PF11_0144	
PF3D7_1113700	PF3D7_1113700.1	Previous IDs: PF11_0145	
PF3D7_1113800	PF3D7_1113800.1	Previous IDs: PF11_0146	
PF3D7_1113900	PF3D7_1113900.1	Previous IDs: PF11_0147	
PF3D7_1114000	PF3D7_1114000.1	Previous IDs: PF11_0148	
PF3D7_1114100	PF3D7_1114100.1	Previous IDs: PF11_0149;PF11_0150;PF3D7_1114100.1;PF3D7_1114100.2	
PF3D7_1114100	PF3D7_1114100.2	Previous IDs: PF11_0149;PF11_0150;PF3D7_1114100.1;PF3D7_1114100.2	
PF3D7_1114200	PF3D7_1114200.1	Previous IDs: PF11_0151;PF11_0152	
PF3D7_1114300	PF3D7_1114300.1	Previous IDs: PF11TR003;PF11TR003:ncRNA	
PF3D7_1114400	PF3D7_1114400.1	Previous IDs: PF11_0153	
PF3D7_1114500	PF3D7_1114500.1	Previous IDs: PF11_0154	
PF3D7_1114600	PF3D7_1114600.1	Previous IDs: PF11_0155	
PF3D7_1114700	PF3D7_1114700.1	Previous IDs: PF11_0156	
PF3D7_1114800	PF3D7_1114800.1	Previous IDs: PF11_0157	
PF3D7_1114900	PF3D7_1114900.1	Previous IDs: PF11_0158	
PF3D7_1115000	PF3D7_1115000.1	Previous IDs: PF11_0159	
PF3D7_1115100	PF3D7_1115100.1	Previous IDs: PF11_0525;PF11_0535	
PF3D7_1115200	PF3D7_1115200.1	Previous IDs: PF11_0160	
