Gene ID	source_id	Previous ID(s)	
PF3D7_1115300	PF3D7_1115300.1	Previous IDs: PF11_0161	
PF3D7_1115400	PF3D7_1115400.1	Previous IDs: PF11_0162	
PF3D7_1115500	PF3D7_1115500.1	Previous IDs: PF11_0163	
PF3D7_1115600	PF3D7_1115600.1	Previous IDs: PF11_0164	
PF3D7_1115700	PF3D7_1115700.1	Previous IDs: PF11_0165	
PF3D7_1115800	PF3D7_1115800.1	Previous IDs: PF11_0166	
PF3D7_1115900	PF3D7_1115900.1	Previous IDs: PF11_0167	
PF3D7_1116000	PF3D7_1116000.1	Previous IDs: PF11_0168	
PF3D7_1116100	PF3D7_1116100.1	Previous IDs: PF11_0168;PF11_0168a	
PF3D7_1116200	PF3D7_1116200.1	Previous IDs: PF11_0169;PF3D7_1116200.1;PF3D7_1116200.2	
PF3D7_1116200	PF3D7_1116200.2	Previous IDs: PF11_0169;PF3D7_1116200.1;PF3D7_1116200.2	
PF3D7_1116300	PF3D7_1116300.1	Previous IDs: PF11_0170	
PF3D7_1116400	PF3D7_1116400.1	Previous IDs: PF11_0171	
PF3D7_1116500	PF3D7_1116500.1	Previous IDs: PF11_0172	
PF3D7_1116600	PF3D7_1116600.1	Previous IDs: PF11_0173	
PF3D7_1116700	PF3D7_1116700.1	Previous IDs: PF11_0174	
PF3D7_1116800	PF3D7_1116800.1	Previous IDs: PF11_0175	
PF3D7_1116900	PF3D7_1116900.1	Previous IDs: PF11_0175a	
PF3D7_1117000	PF3D7_1117000.1	Previous IDs: PF11_0176	
PF3D7_1117100	PF3D7_1117100.1	Previous IDs: PF11_0177	
PF3D7_1117200	PF3D7_1117200.1	Previous IDs: PF11_0178	
PF3D7_1117300	PF3D7_1117300.1	Previous IDs: PF11_0179	
PF3D7_1117400	PF3D7_1117400.1	Previous IDs: PF11_0180	
PF3D7_1117500	PF3D7_1117500.1	Previous IDs: PF11_0181	
PF3D7_1117600	PF3D7_1117600.1	Previous IDs: PF11_0182;PF3D7_1117600.1;PF3D7_1117600.2	
PF3D7_1117600	PF3D7_1117600.2	Previous IDs: PF11_0182;PF3D7_1117600.1;PF3D7_1117600.2	
PF3D7_1117700	PF3D7_1117700.1	Previous IDs: PF11_0183	
PF3D7_1117800	PF3D7_1117800.1	Previous IDs: PF11_0184	
PF3D7_1117900	PF3D7_1117900.1	Previous IDs: PF11_0185	
PF3D7_1118000	PF3D7_1118000.1	Previous IDs: PF11_0186	
PF3D7_1118100	PF3D7_1118100.1	Previous IDs: PF11_0187	
PF3D7_1118200	PF3D7_1118200.1	Previous IDs: PF11_0188	
PF3D7_1118300	PF3D7_1118300.1	Previous IDs: PF11_0189	
PF3D7_1118400	PF3D7_1118400.1	Previous IDs: PF11_0190	
PF3D7_1118500	PF3D7_1118500.1	Previous IDs: PF11_0191	
PF3D7_1118600	PF3D7_1118600.1	Previous IDs: PF11_0192	
PF3D7_1118700	PF3D7_1118700.1	Previous IDs: PF11_0193;PF11_0194	
PF3D7_1118800	PF3D7_1118800.1	Previous IDs: PF11_0195	
PF3D7_1118900	PF3D7_1118900.1	Previous IDs: PF11_0196	
PF3D7_1119000	PF3D7_1119000.1	Previous IDs: PF11_0197	
PF3D7_1119100	PF3D7_1119100.1	Previous IDs: PF11_0198	
PF3D7_1119200	PF3D7_1119200.1	Previous IDs: PF11_0199	
PF3D7_1119300	PF3D7_1119300.1	Previous IDs: PF11_0200	
PF3D7_1119400	PF3D7_1119400.1	Previous IDs: PF11_0201	
PF3D7_1119500	PF3D7_1119500.1	Previous IDs: PF11_0202	
PF3D7_1119600	PF3D7_1119600.1	Previous IDs: PF11_0203	
PF3D7_1119700	PF3D7_1119700.1	Previous IDs: PF11_0204	
PF3D7_1119800	PF3D7_1119800.1	Previous IDs: PF11_0205	
PF3D7_1119900	PF3D7_1119900.1	Previous IDs: PF11_0206	
PF3D7_1120000	PF3D7_1120000.1	Previous IDs: PF11_0207	
PF3D7_1120100	PF3D7_1120100.1	Previous IDs: PF11_0208	
PF3D7_1120200	PF3D7_1120200.1	Previous IDs: PF11_0209	
PF3D7_1120300	PF3D7_1120300.1	Previous IDs: PF11_0210	
PF3D7_1120400	PF3D7_1120400.1	Previous IDs: PF11_0211	
PF3D7_1120500	PF3D7_1120500.1	Previous IDs: PF11_0212	
PF3D7_1120600	PF3D7_1120600.1	Previous IDs: PF11_0213	
PF3D7_1120700	PF3D7_1120700.1	Previous IDs: PF11_0214	
PF3D7_1120800	PF3D7_1120800.1	Previous IDs: PF11_0215	
PF3D7_1120900	PF3D7_1120900.1	Previous IDs: PF11_0216	
PF3D7_1121000	PF3D7_1121000.1	Previous IDs: PF11_0217	
PF3D7_1121100	PF3D7_1121100.1	Previous IDs: PF11_0218	
PF3D7_1121200	PF3D7_1121200.1	Previous IDs: PF11_0219	
PF3D7_1121300	PF3D7_1121300.1	Previous IDs: PF11_0220	
PF3D7_1121400	PF3D7_1121400.1	Previous IDs: PF11_0221;PF11_0222	
PF3D7_1121500	PF3D7_1121500.1	Previous IDs: PF11_0223	
PF3D7_1121600	PF3D7_1121600.1	Previous IDs: PF11_0224	
PF3D7_1121700	PF3D7_1121700.1	Previous IDs: PF11_0225	
PF3D7_1121800	PF3D7_1121800.1	Previous IDs: PF11_0226	
PF3D7_1121900	PF3D7_1121900.1	Previous IDs: PF11_0227	
PF3D7_1122000	PF3D7_1122000.1	Previous IDs: PF11_0228	
PF3D7_1122100	PF3D7_1122100.1	Previous IDs: PF11_0229	
PF3D7_1122200	PF3D7_1122200.1	Previous IDs: PF11_0230	
PF3D7_1122300	PF3D7_1122300.1	Previous IDs: PF11_0231	
PF3D7_1122400	PF3D7_1122400.1	Previous IDs: PF11_0232	
PF3D7_1122500	PF3D7_1122500.1	Previous IDs: PF11_0233	
PF3D7_1122600	PF3D7_1122600.1	Previous IDs: PF11_0234;PF11_0235;PF11_0236;PF11_0237	
PF3D7_1122700	PF3D7_1122700.1	Previous IDs: PF11_0238	
PF3D7_1122800	PF3D7_1122800.1	Previous IDs: PF11_0239	
PF3D7_1122900	PF3D7_1122900.1	Previous IDs: PF11_0240	
PF3D7_1123000	PF3D7_1123000.1	Previous IDs: PF11_0241	
PF3D7_1123100	PF3D7_1123100.1	Previous IDs: PF11_0242	
PF3D7_1123200	PF3D7_1123200.1	Previous IDs: PF11_0243	
PF3D7_1123300	PF3D7_1123300.1	Previous IDs: PF11_0244	
PF3D7_1123400	PF3D7_1123400.1	Previous IDs: PF11_0245	
PF3D7_1123500	PF3D7_1123500.1	Previous IDs: PF11_0246	
PF3D7_1123600	PF3D7_1123600.1	Previous IDs: PF11_0247	
PF3D7_1123700	PF3D7_1123700.1	Previous IDs: PF11_0248	
PF3D7_1123800	PF3D7_1123800.1	Previous IDs: PF11_0249	
PF3D7_1123900	PF3D7_1123900.1	Previous IDs: PF11_0250	
PF3D7_1124000	PF3D7_1124000.1	Previous IDs: PF11_0251	
PF3D7_1124100	PF3D7_1124100.1	Previous IDs: PF11_0252	
PF3D7_1124200	PF3D7_1124200.1	Previous IDs: PF11_0253	
PF3D7_1124300	PF3D7_1124300.1	Previous IDs: PF11_0254	
PF3D7_1124400	PF3D7_1124400.1	Previous IDs: PF11_0255	
PF3D7_1124500	PF3D7_1124500.1	Previous IDs: PF11_0256	
PF3D7_1124600	PF3D7_1124600.1	Previous IDs: PF11_0257	
PF3D7_1124700	PF3D7_1124700.1	Previous IDs: PF11_0258	
PF3D7_1124800	PF3D7_1124800.1	Previous IDs: PF11_0259	
PF3D7_1124900	PF3D7_1124900.1	Previous IDs: PF11_0260	
PF3D7_1125000	PF3D7_1125000.1	Previous IDs: PF11_0261	
PF3D7_1125100	PF3D7_1125100.1	Previous IDs: PF11_0262	
PF3D7_1125200	PF3D7_1125200.1	Previous IDs: PF11_0263	
PF3D7_1125300	PF3D7_1125300.1	Previous IDs: PF11_0264	
PF3D7_1125400	PF3D7_1125400.1	Previous IDs: PF11_0265	
PF3D7_1125500	PF3D7_1125500.1	Previous IDs: PF11_0266	
PF3D7_1125600	PF3D7_1125600.1	Previous IDs: PF11_0266a	
PF3D7_1125700	PF3D7_1125700.1	Previous IDs: PF11_0267	
PF3D7_1125800	PF3D7_1125800.1	Previous IDs: PF11_0268	
PF3D7_1125900	PF3D7_1125900.1	Previous IDs: PF11_0269	
PF3D7_1126000	PF3D7_1126000.1	Previous IDs: PF11_0270	
PF3D7_1126100	PF3D7_1126100.1	Previous IDs: PF11_0271	
PF3D7_1126200	PF3D7_1126200.1	Previous IDs: PF11_0272	
PF3D7_1126300	PF3D7_1126300.1	Previous IDs: PF11_0273	
PF3D7_1126400	PF3D7_1126400.1	Previous IDs: PF11_0274	
PF3D7_1126500	PF3D7_1126500.1	Previous IDs: PF11_0275	
PF3D7_1126600	PF3D7_1126600.1	Previous IDs: PF11_0276	
PF3D7_1126700	PF3D7_1126700.1	Previous IDs: PF11_0277;PF11_0278	
PF3D7_1126800	PF3D7_1126800.1	Previous IDs: PF11_0279	
PF3D7_1126900	PF3D7_1126900.1	Previous IDs: PF11_0280	
PF3D7_1127000	PF3D7_1127000.1	Previous IDs: PF11_0281	
PF3D7_1127100	PF3D7_1127100.1	Previous IDs: PF11_0282	
PF3D7_1127200	PF3D7_1127200.1	Previous IDs: PF11_0283	
PF3D7_1127300	PF3D7_1127300.1	Previous IDs: PF11_0284	
PF3D7_1127400	PF3D7_1127400.1	Previous IDs: PF11_0285	
PF3D7_1127500	PF3D7_1127500.1	Previous IDs: PF11_0286	
PF3D7_1127600	PF3D7_1127600.1	Previous IDs: PF11_0287	
PF3D7_1127700	PF3D7_1127700.1	Previous IDs: PF11_0288	
PF3D7_1127800	PF3D7_1127800.1	Previous IDs: PF11_0289	
PF3D7_1127900	PF3D7_1127900.1	Previous IDs: PF11_0290	
PF3D7_1128000	PF3D7_1128000.1	Previous IDs: PF11_0291;PF3D7_1128000.1;PF3D7_1128000.2	
PF3D7_1128000	PF3D7_1128000.2	Previous IDs: PF11_0291;PF3D7_1128000.1;PF3D7_1128000.2	
PF3D7_1128100	PF3D7_1128100.1	Previous IDs: PF11_0292	
PF3D7_1128200	PF3D7_1128200.1	Previous IDs: PF11_0293	
PF3D7_1128300	PF3D7_1128300.1	Previous IDs: PF11_0294	
PF3D7_1128400	PF3D7_1128400.1	Previous IDs: PF11_0295	
PF3D7_1128500	PF3D7_1128500.1	Previous IDs: PF11_0296	
PF3D7_1128600	PF3D7_1128600.1	Previous IDs: PF11_0297	
PF3D7_1128700	PF3D7_1128700.1	Previous IDs: PF11_0298	
PF3D7_1128900	PF3D7_1128900.1	Previous IDs: PF11_0300	
PF3D7_1129000	PF3D7_1129000.1	Previous IDs: PF11_0301	
PF3D7_1129100	PF3D7_1129100.1	Previous IDs: PF11_0302	
PF3D7_1129200	PF3D7_1129200.1	Previous IDs: PF11_0303	
PF3D7_1129300	PF3D7_1129300.1	Previous IDs: PF11_0304	
PF3D7_1129400	PF3D7_1129400.1	Previous IDs: PF11_0305	
PF3D7_1129500	PF3D7_1129500.1	Previous IDs: PF11_0306	
PF3D7_1129600	PF3D7_1129600.1	Previous IDs: PF11_0307	
PF3D7_1129700	PF3D7_1129700.1	Previous IDs: PF11_0308	
PF3D7_1129800	PF3D7_1129800.1	Previous IDs: PF11_0309	
PF3D7_1129850	PF3D7_1129850.1	N/A	
PF3D7_1129900	PF3D7_1129900.1	Previous IDs: PF11_0310	
PF3D7_1130000	PF3D7_1130000.1	Previous IDs: PF11_0311	
PF3D7_1130100	PF3D7_1130100.1	Previous IDs: PF11_0312	
PF3D7_1130200	PF3D7_1130200.1	Previous IDs: PF11_0313	
PF3D7_1130300	PF3D7_1130300.1	Previous IDs: PF3D7_11_snoR13;PF3D7_11_snoR13.1	
PF3D7_1130310	PF3D7_1130310.1	N/A	
PF3D7_1130400	PF3D7_1130400.1	Previous IDs: PF11_0314	
PF3D7_1130500	PF3D7_1130500.1	Previous IDs: PF11_0315	
PF3D7_1130600	PF3D7_1130600.1	Previous IDs: PF11_0316	
PF3D7_1130700	PF3D7_1130700.1	Previous IDs: PF11_0317	
PF3D7_1130800	PF3D7_1130800.1	Previous IDs: PF11_0318	
PF3D7_1130900	PF3D7_1130900.1	Previous IDs: PF11_0319	
PF3D7_1131000	PF3D7_1131000.1	Previous IDs: PF11_0320	
PF3D7_1131100	PF3D7_1131100.1	Previous IDs: PF11_0321	
PF3D7_1131200	PF3D7_1131200.1	Previous IDs: PF11_0322	
PF3D7_1131300	PF3D7_1131300.1	Previous IDs: PF11_0323	
PF3D7_1131400	PF3D7_1131400.1	Previous IDs: PF11_0324	
PF3D7_1131500	PF3D7_1131500.1	Previous IDs: PF11_0325	
PF3D7_1131600	PF3D7_1131600.1	Previous IDs: PF11_0326	
PF3D7_1131700	PF3D7_1131700.1	Previous IDs: PF11_0326a;PF11_326A;PF11_326A:1:pep;PF11_326A:mRNA:1	
PF3D7_1131800	PF3D7_1131800.1	Previous IDs: PF11_0327	
PF3D7_1131900	PF3D7_1131900.1	Previous IDs: PF11_0328	
PF3D7_1132000	PF3D7_1132000.1	Previous IDs: PF11_0329	
PF3D7_1132100	PF3D7_1132100.1	Previous IDs: PF11_0330	
PF3D7_1132200	PF3D7_1132200.1	Previous IDs: PF11_0331	
PF3D7_1132300	PF3D7_1132300.1	Previous IDs: PF11_0332	
PF3D7_1132400	PF3D7_1132400.1	Previous IDs: PF11_0333	
PF3D7_1132500	PF3D7_1132500.1	Previous IDs: PF11_0334;PF11_0335	
PF3D7_1132600	PF3D7_1132600.1	Previous IDs: PF11_0336	
PF3D7_1132700	PF3D7_1132700.1	Previous IDs: PF11_0337	
PF3D7_1132800	PF3D7_1132800.1	Previous IDs: PF11_0338	
PF3D7_1132900	PF3D7_1132900.1	Previous IDs: PF11_0339	
PF3D7_1133000	PF3D7_1133000.1	Previous IDs: PF11_0340	
PF3D7_1133100	PF3D7_1133100.1	Previous IDs: PF11_0341	
PF3D7_1133200	PF3D7_1133200.1	Previous IDs: PF11_0342	
PF3D7_1133300	PF3D7_1133300.1	Previous IDs: PF11_0343	
PF3D7_1133400	PF3D7_1133400.1	Previous IDs: PF11_0344	
PF3D7_1133500	PF3D7_1133500.1	Previous IDs: PF11_0345	
PF3D7_1133600	PF3D7_1133600.1	Previous IDs: PF11_0346	
PF3D7_1133700	PF3D7_1133700.1	Previous IDs: PF11_0347	
PF3D7_1133800	PF3D7_1133800.1	Previous IDs: PF11_0348	
PF3D7_1133900	PF3D7_1133900.1	Previous IDs: PF11_0349;PF11_0350	
PF3D7_1134000	PF3D7_1134000.1	Previous IDs: PF11_0351	
PF3D7_1134100	PF3D7_1134100.1	Previous IDs: PF11_0352	
PF3D7_1134200	PF3D7_1134200.1	Previous IDs: PF11_0353	
PF3D7_1134300	PF3D7_1134300.1	Previous IDs: PF11_0354	
PF3D7_1134400	PF3D7_1134400.1	Previous IDs: PF11_0355	
PF3D7_1134500	PF3D7_1134500.1	Previous IDs: PF11_0356	
PF3D7_1134600	PF3D7_1134600.1	Previous IDs: PF11_0357	
PF3D7_1134700	PF3D7_1134700.1	Previous IDs: PF11_0358	
PF3D7_1134800	PF3D7_1134800.1	Previous IDs: PF11_0359	
PF3D7_1134900	PF3D7_1134900.1	Previous IDs: PF11_0360	
PF3D7_1135000	PF3D7_1135000.1	Previous IDs: PF11_0361;PF3D7_1135000.1;PF3D7_1135000.2;PF3D7_1135000.3	
PF3D7_1135000	PF3D7_1135000.2	Previous IDs: PF11_0361;PF3D7_1135000.1;PF3D7_1135000.2;PF3D7_1135000.3	
PF3D7_1135000	PF3D7_1135000.3	Previous IDs: PF11_0361;PF3D7_1135000.1;PF3D7_1135000.2;PF3D7_1135000.3	
PF3D7_1135100	PF3D7_1135100.1	Previous IDs: PF11_0362	
PF3D7_1135200	PF3D7_1135200.1	Previous IDs: PF11_0362a	
PF3D7_1135300	PF3D7_1135300.1	Previous IDs: PF11_0363	
PF3D7_1135400	PF3D7_1135400.1	Previous IDs: PF11_0364	
PF3D7_1135500	PF3D7_1135500.1	Previous IDs: PF11_0365	
PF3D7_1135600	PF3D7_1135600.1	Previous IDs: PF11_0366;PF11_0367;PF11_0368	
PF3D7_1135700	PF3D7_1135700.1	Previous IDs: PF11_0368a	
PF3D7_1135800	PF3D7_1135800.1	Previous IDs: PF11_0369	
PF3D7_1135900	PF3D7_1135900.1	Previous IDs: PF11_0370	
PF3D7_1136000	PF3D7_1136000.1	Previous IDs: PF11_0371	
PF3D7_1136100	PF3D7_1136100.1	Previous IDs: PF11_0372	
PF3D7_1136200	PF3D7_1136200.1	Previous IDs: PF11_0373	
PF3D7_1136300	PF3D7_1136300.1	Previous IDs: PF11_0374	
PF3D7_1136400	PF3D7_1136400.1	Previous IDs: PF11_0375	
PF3D7_1136500	PF3D7_1136500.1	Previous IDs: PF11_0377;PF3D7_1136500.1;PF3D7_1136500.2	
PF3D7_1136500	PF3D7_1136500.2	Previous IDs: PF11_0377;PF3D7_1136500.1;PF3D7_1136500.2	
PF3D7_1136600	PF3D7_1136600.1	Previous IDs: PF11_0378	
PF3D7_1136700	PF3D7_1136700.1	Previous IDs: PF11_0379;PF3D7_1136700.1;PF3D7_1136700.2	
PF3D7_1136700	PF3D7_1136700.2	Previous IDs: PF11_0379;PF3D7_1136700.1;PF3D7_1136700.2	
PF3D7_1136800	PF3D7_1136800.1	Previous IDs: PF11_0380	
PF3D7_1136900	PF3D7_1136900.1	Previous IDs: PF11_0381	
PF3D7_1137000	PF3D7_1137000.1	Previous IDs: PF11_0381a;PF11_0381a:snRNA	
PF3D7_1137100	PF3D7_1137100.1	Previous IDs: PF11_0382	
PF3D7_1137200	PF3D7_1137200.1	Previous IDs: PF11_0383	
PF3D7_1137300	PF3D7_1137300.1	Previous IDs: PF11_0384	
PF3D7_1137400	PF3D7_1137400.1	Previous IDs: PF11_0385	
PF3D7_1137500	PF3D7_1137500.1	Previous IDs: PF11_0386	
PF3D7_1137600	PF3D7_1137600.1	Previous IDs: PF11_0387;PF11_0388	
PF3D7_1137700	PF3D7_1137700.1	Previous IDs: PF11_0389	
PF3D7_1137800	PF3D7_1137800.1	Previous IDs: PF11_0545	
PF3D7_1137900	PF3D7_1137900.1	Previous IDs: PF11_0390;PF11_0391	
PF3D7_1138000	PF3D7_1138000.1	Previous IDs: PF11_0392	
PF3D7_1138100	PF3D7_1138100.1	Previous IDs: PF11_0393	
PF3D7_1138200	PF3D7_1138200.1	Previous IDs: PF11_0394	
PF3D7_1138300	PF3D7_1138300.1	Previous IDs: PF11_0530	
PF3D7_1138400	PF3D7_1138400.1	Previous IDs: PF11_0395	
PF3D7_1138500	PF3D7_1138500.1	Previous IDs: PF11_0396	
PF3D7_1138600	PF3D7_1138600.1	Previous IDs: PF11_0397	
PF3D7_1138700	PF3D7_1138700.1	Previous IDs: PF11_0398	
PF3D7_1138800	PF3D7_1138800.1	Previous IDs: PF11_0399;PF11_0400;PF11_0401	
PF3D7_1138900	PF3D7_1138900.1	Previous IDs: PF11TR005;PF11TR005:ncRNA	
PF3D7_1139000	PF3D7_1139000.1	Previous IDs: PF11TR006;PF11TR006:ncRNA	
PF3D7_1139100	PF3D7_1139100.1	Previous IDs: PF11_0402	
PF3D7_1139200	PF3D7_1139200.1	Previous IDs: PF11_0403	
PF3D7_1139300	PF3D7_1139300.1	Previous IDs: PF11_0404	
PF3D7_1139400	PF3D7_1139400.1	Previous IDs: PF11TR008;PF11TR008:ncRNA	
PF3D7_1139500	PF3D7_1139500.1	Previous IDs: PF11_0405;PF3D7_1139500.1;PF3D7_1139500.2	
PF3D7_1139500	PF3D7_1139500.2	Previous IDs: PF11_0405;PF3D7_1139500.1;PF3D7_1139500.2	
PF3D7_1139600	PF3D7_1139600.1	Previous IDs: PF11_0406	
PF3D7_1139700	PF3D7_1139700.1	Previous IDs: PF11_0407	
PF3D7_1139800	PF3D7_1139800.1	Previous IDs: PF11_0408	
PF3D7_1139900	PF3D7_1139900.1	Previous IDs: PF11_0409	
PF3D7_1140000	PF3D7_1140000.1	Previous IDs: PF11_0410;PF11_0411	
PF3D7_1140100	PF3D7_1140100.1	Previous IDs: PF11_0412	
PF3D7_1140200	PF3D7_1140200.1	Previous IDs: PF11_0413	
PF3D7_1140300	PF3D7_1140300.1	Previous IDs: PF11_0414	
PF3D7_1140400	PF3D7_1140400.1	Previous IDs: PF11_0415	
PF3D7_1140500	PF3D7_1140500.1	Previous IDs: PF11_0416	
PF3D7_1140600	PF3D7_1140600.1	Previous IDs: PF11_0417	
PF3D7_1140700	PF3D7_1140700.1	Previous IDs: PF11_0418	
PF3D7_1140800	PF3D7_1140800.1	Previous IDs: PF11_0419	
PF3D7_1140900	PF3D7_1140900.1	Previous IDs: PF11_0420	
PF3D7_1141000	PF3D7_1141000.1	Previous IDs: PF11_0421	
PF3D7_1141100	PF3D7_1141100.1	Previous IDs: PF11_0422	
PF3D7_1141200	PF3D7_1141200.1	Previous IDs: PF11_0423	
PF3D7_1141300	PF3D7_1141300.1	Previous IDs: PF11_0424	
PF3D7_1141400	PF3D7_1141400.1	Previous IDs: PF11_0425	
PF3D7_1141500	PF3D7_1141500.1	Previous IDs: PF11_0426	
PF3D7_1141600	PF3D7_1141600.1	Previous IDs: PF11_0427	
PF3D7_1141700	PF3D7_1141700.1	Previous IDs: PF11_0428	
PF3D7_1141800	PF3D7_1141800.1	Previous IDs: PF11_0429	
PF3D7_1141900	PF3D7_1141900.1	Previous IDs: PF11_0431	
PF3D7_1142000	PF3D7_1142000.1	Previous IDs: PF11_0432	
PF3D7_1142100	PF3D7_1142100.1	Previous IDs: PF11_0433	
PF3D7_1142200	PF3D7_1142200.1	Previous IDs: PF11_0434	
PF3D7_1142300	PF3D7_1142300.1	Previous IDs: PF11_0435	
PF3D7_1142400	PF3D7_1142400.1	Previous IDs: PF11_0436	
PF3D7_1142500	PF3D7_1142500.1	Previous IDs: PF11_0437	
PF3D7_1142600	PF3D7_1142600.1	Previous IDs: PF11_0438	
PF3D7_1142700	PF3D7_1142700.1	Previous IDs: PF11_0439	
PF3D7_1142800	PF3D7_1142800.1	Previous IDs: PF11_0440	
PF3D7_1142900	PF3D7_1142900.1	Previous IDs: PF11_0441	
PF3D7_1143000	PF3D7_1143000.1	Previous IDs: PF11_0441a	
PF3D7_1143100	PF3D7_1143100.1	Previous IDs: PF11_0442	
PF3D7_1143200	PF3D7_1143200.1	Previous IDs: PF11_0443	
PF3D7_1143300	PF3D7_1143300.1	Previous IDs: PF11_0445	
PF3D7_1143400	PF3D7_1143400.1	Previous IDs: PF11_0447	
PF3D7_1143500	PF3D7_1143500.1	Previous IDs: PF11_0448	
PF3D7_1143600	PF3D7_1143600.1	Previous IDs: PF11_0449	
PF3D7_1143700	PF3D7_1143700.1	Previous IDs: PF11_0450;PF11_0451	
PF3D7_1143800	PF3D7_1143800.1	Previous IDs: PF11_0452	
PF3D7_1143900	PF3D7_1143900.1	Previous IDs: PF11_0453	
PF3D7_1144000	PF3D7_1144000.1	Previous IDs: PF11_0454	
PF3D7_1144100	PF3D7_1144100.1	Previous IDs: PF11_0560	
PF3D7_1144200	PF3D7_1144200.1	Previous IDs: PF11_0455	
PF3D7_1144300	PF3D7_1144300.1	Previous IDs: PF11_0455a	
PF3D7_1144400	PF3D7_1144400.1	Previous IDs: PF11_0456	
PF3D7_1144500	PF3D7_1144500.1	Previous IDs: PF11_0457	
PF3D7_1144600	PF3D7_1144600.1	Previous IDs: PF11_0458	
PF3D7_1144700	PF3D7_1144700.1	Previous IDs: PF11_0459	
PF3D7_1144800	PF3D7_1144800.1	Previous IDs: PF11_0460	
PF3D7_1144900	PF3D7_1144900.1	Previous IDs: PF11_0461	
PF3D7_1145000	PF3D7_1145000.1	Previous IDs: PF11_0462	
PF3D7_1145100	PF3D7_1145100.1	Previous IDs: PF11_0463	
PF3D7_1145200	PF3D7_1145200.1	Previous IDs: PF11_0464	
PF3D7_1145300	PF3D7_1145300.1	Previous IDs: PF11_0464a	
PF3D7_1145400	PF3D7_1145400.1	Previous IDs: PF11_0465	
PF3D7_1145500	PF3D7_1145500.1	Previous IDs: PF11_0466;PF11_0466:exon:3	
PF3D7_1145600	PF3D7_1145600.1	Previous IDs: PF11_0467	
PF3D7_1145700	PF3D7_1145700.1	Previous IDs: PF11_0468	
PF3D7_1145800	PF3D7_1145800.1	Previous IDs: PF11_0469	
PF3D7_1145900	PF3D7_1145900.1	Previous IDs: PF11_0470	
PF3D7_1146000	PF3D7_1146000.1	Previous IDs: PF11_0471	
PF3D7_1146100	PF3D7_1146100.1	Previous IDs: PF11_0472	
PF3D7_1146200	PF3D7_1146200.1	Previous IDs: PF11_0473	
PF3D7_1146300	PF3D7_1146300.1	Previous IDs: PF11_0474	
PF3D7_1146500	PF3D7_1146500.1	Previous IDs: PF11_0476	
PF3D7_1146600	PF3D7_1146600.1	Previous IDs: PF11_0477	
PF3D7_1146700	PF3D7_1146700.1	Previous IDs: PF11_0478	
PF3D7_1146800	PF3D7_1146800.1	Previous IDs: PF11_0479	
PF3D7_1146900	PF3D7_1146900.1	Previous IDs: PF11_0479a	
PF3D7_1147000	PF3D7_1147000.1	Previous IDs: PF11_0480	
PF3D7_1147100	PF3D7_1147100.1	Previous IDs: PF11_0480a	
PF3D7_1147200	PF3D7_1147200.1	Previous IDs: PF11_0481	
PF3D7_1147300	PF3D7_1147300.1	Previous IDs: PF11_0482	
PF3D7_1147400	PF3D7_1147400.1	Previous IDs: PF11_0483a	
PF3D7_1147500	PF3D7_1147500.1	Previous IDs: PF11_0483	
PF3D7_1147600	PF3D7_1147600.1	Previous IDs: PF11_0484	
PF3D7_1147700	PF3D7_1147700.1	Previous IDs: PF11_0485	
PF3D7_1147800	PF3D7_1147800.1	Previous IDs: PF11_0486;PF3D7_1147800.1;PF3D7_1147800.2	
PF3D7_1147800	PF3D7_1147800.2	Previous IDs: PF11_0486;PF3D7_1147800.1;PF3D7_1147800.2	
PF3D7_1147900	PF3D7_1147900.1	Previous IDs: PF11_0487	
PF3D7_1148000	PF3D7_1148000.1	Previous IDs: PF11_0488	
PF3D7_1148100	PF3D7_1148100.1	Previous IDs: PF11TR011;PF11TR011:ncRNA	
PF3D7_1148200	PF3D7_1148200.1	Previous IDs: PF11TR012;PF11TR012:ncRNA	
PF3D7_1148500	PF3D7_1148500.1	Previous IDs: PF11TR013;PF11TR013:ncRNA	
PF3D7_1148600	PF3D7_1148600.1	Previous IDs: MAL11_rRNA;MAL11_rRNA:rRNA	
PF3D7_1148620	PF3D7_1148620.1	N/A	
PF3D7_1148640	PF3D7_1148640.1	N/A	
PF3D7_1148700	PF3D7_1148700.1	Previous IDs: PF11_0503	
PF3D7_1148800	PF3D7_1148800.1	Previous IDs: PF11_0504	
PF3D7_1148900	PF3D7_1148900.1	Previous IDs: PF11_0505	
PF3D7_1149000	PF3D7_1149000.1	Previous IDs: PF11_0506;PF11_0507	
PF3D7_1149100	PF3D7_1149100.1	Previous IDs: PF11_0508;PF3D7_1149100.1;PF3D7_1149100.2	
PF3D7_1149100	PF3D7_1149100.2	Previous IDs: PF11_0508;PF3D7_1149100.1;PF3D7_1149100.2	
PF3D7_1149200	PF3D7_1149200.1	Previous IDs: PF11_0509	
PF3D7_1149300	PF3D7_1149300.1	Previous IDs: PF11_0510	
PF3D7_1149400	PF3D7_1149400.1	Previous IDs: PF11_0511	
PF3D7_1149500	PF3D7_1149500.1	Previous IDs: PF11_0512	
PF3D7_1149600	PF3D7_1149600.1	Previous IDs: PF11_0513	
PF3D7_1149700	PF3D7_1149700.1	Previous IDs: PF11_0514	
PF3D7_1149800	PF3D7_1149800.1	Previous IDs: PF11_0515	
PF3D7_1149900	PF3D7_1149900.1	Previous IDs: PF11_0516	
